read_id	kraken_status	kraken_genus	kraken_species	true_genus	true_species	predicted_genus	predicted_species	is_correct_genus	score	margin	top_hit_genera	top_hit_genera_with_scores
NZ_CP115751.1-21285	U	-	-	Streptococcus	pyogenes	Streptococcus	pyogenes	True	3.085292	0.6672	Staphylococcus; Streptococcus; Streptococcus; Streptococcus; Listeria; Listeria; Escherichia; Streptococcus; Streptococcus; Streptococcus	Staphylococcus:0.5213 | Streptococcus:0.5193 | Streptococcus:0.5188 | Streptococcus:0.5176 | Listeria:0.5134 | Listeria:0.5134 | Escherichia:0.5103 | Streptococcus:0.5101 | Streptococcus:0.5101 | Streptococcus:0.5094
NZ_CP182577.1-1115	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	5.037488	1.0	Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella	Klebsiella:0.5122 | Klebsiella:0.5114 | Klebsiella:0.5095 | Klebsiella:0.5029 | Klebsiella:0.5018 | Klebsiella:0.5018 | Klebsiella:0.5017 | Klebsiella:0.501 | Klebsiella:0.4978 | Klebsiella:0.4974
NZ_CP182577.1-134611	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	2.017345	0.0007	Klebsiella; Pseudomonas; Pseudomonas; Klebsiella; Pseudomonas; Pseudomonas; Klebsiella; Escherichia; Escherichia; Klebsiella	Klebsiella:0.5148 | Pseudomonas:0.5051 | Pseudomonas:0.5048 | Klebsiella:0.504 | Pseudomonas:0.5031 | Pseudomonas:0.503 | Klebsiella:0.5006 | Escherichia:0.5001 | Escherichia:0.5001 | Klebsiella:0.4979
NZ_CP182577.1-52543	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	4.679899	0.8877	Klebsiella; Pseudomonas; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella	Klebsiella:0.532 | Pseudomonas:0.5256 | Klebsiella:0.5254 | Klebsiella:0.5219 | Klebsiella:0.5216 | Klebsiella:0.5213 | Klebsiella:0.515 | Klebsiella:0.5149 | Klebsiella:0.5144 | Klebsiella:0.5134
NZ_CP182673.1-136988	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	1.954399	0.0131	Klebsiella; Klebsiella; Klebsiella; Mycobacterium; Mycobacterium; Mycobacterium; Mycobacterium; Escherichia; Klebsiella; Pseudomonas	Klebsiella:0.4965 | Klebsiella:0.494 | Klebsiella:0.4895 | Mycobacterium:0.4827 | Mycobacterium:0.4827 | Mycobacterium:0.4817 | Mycobacterium:0.4817 | Escherichia:0.4747 | Klebsiella:0.4743 | Pseudomonas:0.4741
NZ_CP182673.1-165976	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	3.531217	0.7174	Klebsiella; Klebsiella; Klebsiella; Mycobacterium; Klebsiella; Klebsiella; Pseudomonas; Klebsiella; Klebsiella; Mycobacterium	Klebsiella:0.5168 | Klebsiella:0.5165 | Klebsiella:0.5068 | Mycobacterium:0.5019 | Klebsiella:0.4995 | Klebsiella:0.4978 | Pseudomonas:0.4975 | Klebsiella:0.4972 | Klebsiella:0.4966 | Mycobacterium:0.4961
NZ_CP182673.1-21810	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	4.218902	0.8782	Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Escherichia; Listeria	Klebsiella:0.5461 | Klebsiella:0.5335 | Klebsiella:0.5295 | Klebsiella:0.5291 | Klebsiella:0.5286 | Klebsiella:0.5205 | Klebsiella:0.5158 | Klebsiella:0.5158 | Escherichia:0.5139 | Listeria:0.5134
NZ_CP182673.1-275954	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	4.089448	0.7524	Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Escherichia; Klebsiella; Klebsiella; Escherichia; Klebsiella	Klebsiella:0.5176 | Klebsiella:0.5174 | Klebsiella:0.5149 | Klebsiella:0.5121 | Klebsiella:0.5117 | Escherichia:0.5079 | Klebsiella:0.5075 | Klebsiella:0.5057 | Escherichia:0.5046 | Klebsiella:0.5026
NZ_CP182678.1-232914	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	1.982964	0.2587	Klebsiella; Klebsiella; Pseudomonas; Pseudomonas; Escherichia; Klebsiella; Pseudomonas; Mycobacterium; Klebsiella; Salmonella	Klebsiella:0.5081 | Klebsiella:0.5022 | Pseudomonas:0.4925 | Pseudomonas:0.4906 | Escherichia:0.4894 | Klebsiella:0.4874 | Pseudomonas:0.487 | Mycobacterium:0.4857 | Klebsiella:0.4853 | Salmonella:0.4852
NZ_CP182678.1-61215	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	2.522736	0.2099	Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Mycobacterium; Pseudomonas; Mycobacterium; Mycobacterium; Mycobacterium	Klebsiella:0.5105 | Klebsiella:0.505 | Klebsiella:0.5041 | Klebsiella:0.5016 | Klebsiella:0.5016 | Mycobacterium:0.5015 | Pseudomonas:0.4986 | Mycobacterium:0.498 | Mycobacterium:0.4972 | Mycobacterium:0.4965
NZ_CP187343.1-104099	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	3.529069	0.727	Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Pseudomonas; Klebsiella; Staphylococcus; Staphylococcus	Klebsiella:0.5227 | Klebsiella:0.5096 | Klebsiella:0.5072 | Klebsiella:0.5027 | Klebsiella:0.5012 | Klebsiella:0.4994 | Pseudomonas:0.4865 | Klebsiella:0.4863 | Staphylococcus:0.4829 | Staphylococcus:0.4804
NZ_CP187343.1-189142	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	3.180874	0.3388	Klebsiella; Klebsiella; Klebsiella; Klebsiella; Klebsiella; Pseudomonas; Pseudomonas; Pseudomonas; Pseudomonas; Klebsiella	Klebsiella:0.5442 | Klebsiella:0.5293 | Klebsiella:0.5291 | Klebsiella:0.5282 | Klebsiella:0.5282 | Pseudomonas:0.5273 | Pseudomonas:0.5273 | Pseudomonas:0.5243 | Pseudomonas:0.5243 | Klebsiella:0.5218
NZ_CP187343.1-299395	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	3.482584	0.72	Klebsiella; Klebsiella; Klebsiella; Klebsiella; Salmonella; Klebsiella; Klebsiella; Mycobacterium; Salmonella; Klebsiella	Klebsiella:0.5175 | Klebsiella:0.5108 | Klebsiella:0.4969 | Klebsiella:0.4946 | Salmonella:0.492 | Klebsiella:0.4905 | Klebsiella:0.4899 | Mycobacterium:0.4856 | Salmonella:0.4831 | Klebsiella:0.4824
NZ_CP187343.1-302264	U	-	-	Klebsiella	pneumoniae	Klebsiella	pneumoniae	True	3.021195	0.6648	Salmonella; Klebsiella; Klebsiella; Klebsiella; Pseudomonas; Klebsiella; Klebsiella; Salmonella; Escherichia; Klebsiella	Salmonella:0.5116 | Klebsiella:0.5083 | Klebsiella:0.5055 | Klebsiella:0.5034 | Pseudomonas:0.5033 | Klebsiella:0.5023 | Klebsiella:0.5011 | Salmonella:0.5011 | Escherichia:0.5007 | Klebsiella:0.5006
NZ_OZ347319.1-235543	U	-	-	Mycobacterium	tuberculosis	Mycobacterium	tuberculosis	True	7.05831	1.0	Mycobacterium; Mycobacterium; Mycobacterium; Mycobacterium; Mycobacterium; Mycobacterium; Mycobacterium; Mycobacterium; Mycobacterium; Mycobacterium	Mycobacterium:0.7058 | Mycobacterium:0.7058 | Mycobacterium:0.7058 | Mycobacterium:0.7058 | Mycobacterium:0.7058 | Mycobacterium:0.7058 | Mycobacterium:0.7058 | Mycobacterium:0.7058 | Mycobacterium:0.7058 | Mycobacterium:0.7058
